array,camera,site,long,lat,easting_12n,northing_12n
LU16,15,LU16_15,-111.0137,57.25314,499173.4130368188,6345564.939668037
LU16,20,LU16_20,-110.98528,57.26106,500887.9379566395,6346446.60630802
LU16,200,LU16_200,-111.16485,57.344069999999995,490078.3191231738,6355699.261713245
LU16,201,LU16_201,-111.22929,57.32199,486191.6527824921,6353252.527222611
LU16,202,LU16_202,-111.238,57.313779999999994,485663.9233144941,6352340.385446687
LU16,203,LU16_203,-111.26814,57.29753000000001,483841.302501033,6350538.179873571
LU16,22,LU16_22,-111.04905000000001,57.268440000000005,497041.80392033607,6347269.117598976
LU16,23,LU16_23,-110.99068000000001,57.269540000000006,500562.07068155945,6347390.543035926
LU16,24,LU16_24,-110.98764000000001,57.280730000000005,500745.180972369,6348636.245774767
LU16,25,LU16_25,-111.10986999999999,57.30696,493380.6813431815,6351561.458133927
LU16,26,LU16_26,-111.11306,57.31717,493190.3816628011,6352698.35831867
LU16,270,LU16_270,-111.50916000000001,57.51564,469498.8270391799,6374901.253665057
LU16,28,LU16_28,-111.19855,57.33581,488047.36755534174,6354785.164663371
LU16,300,LU16_300,-111.02139,57.21725,498708.18408881436,6341569.801156589
LU16,301,LU16_301,-111.04526000000001,57.23484,497267.8930633397,6343528.61358946
LU16,302,LU16_302,-111.01058,57.24204,499361.4657635176,6344329.25683307
LU16,303,LU16_303,-111.02443,57.23633000000001,498525.3494731496,6343693.836669405
LU16,313,LU16_313,-111.09251,57.28475,494423.206657136,6349087.47406007
LU16,314,LU16_314,-111.06755000000001,57.25639,495924.74238844286,6345928.666751804
LU16,36,LU16_36,-111.22568,57.33492,486413.82693455514,6354691.179117712
LU16,37,LU16_37,-111.18068,57.33694,489123.466965191,6354907.960403221
LU16,49,LU16_49,-111.53667,57.476150000000004,467816.13575744396,6370517.830688619
LU16,52,LU16_52,-111.50632999999999,57.490520000000004,469647.51258792065,6372103.565916917
LU16,54,LU16_54,-111.45537999999999,57.49797,472707.29465185467,6372911.303241753
LU16,55,LU16_55,-111.4763,57.497910000000005,471453.44228097063,6372913.221408561
LU16,57,LU16_57,-111.43999000000001,57.50681,473636.04370392114,6373889.319387967
LU16,58,LU16_58,-111.42342000000001,57.510479999999994,474631.44782109855,6374291.5653498685
LU16,60,LU16_60,-111.40755000000001,57.52402,475591.31180495326,6375793.067812621
LU16,62,LU16_62,-111.37714,57.524770000000004,477413.05747882463,6375866.039133837
LU16,63,LU16_63,-111.1943,57.52407,488363.10957436805,6375742.044442952
LU16,64,LU16_64,-111.39218,57.53079,476516.18665133795,6376541.3090869635
LU16,67,LU16_67,-111.18156,57.51599,489123.7198196969,6374840.43221962
LU16,68,LU16_68,-111.26984,57.53948,483845.7452324809,6377473.010881951
LU16,69,LU16_69,-111.30865,57.535210000000006,481520.1921690339,6377007.553093511
LU16,70,LU16_70,-111.23334,57.53098,486027.5990661376,6376518.656849171
LU16,71,LU16_71,-111.24512000000001,57.54227,485326.7511516136,6377777.994959924
LU16,72,LU16_72,-111.47166000000001,57.557649999999995,471777.7214232695,6379561.726046585
LU16,73,LU16_73,-111.40896000000001,57.551489999999994,475525.2829041025,6378851.638033858
LU16,74,LU16_74,-111.40054,57.54376,476024.10828720854,6377988.09998351
LU16,75,LU16_75,-111.37522999999999,57.535410000000006,477533.9914569755,6377049.890490298
LU16,77,LU16_77,-111.30955,57.548120000000004,481472.85844522377,6378444.995109329
LU16,80,LU16_80,-111.32840999999999,57.538650000000004,480338.95865255286,6377396.057525969
LU16,81,LU16_81,-111.29247,57.53815000000001,482490.3436169184,6377330.558845944
LU16,83,LU16_83,-111.43022000000002,57.55526,474255.6212398843,6379279.191950018
LU16,84,LU16_84,-111.41671000000001,57.55958,475067.0058125744,6379755.0692642555
LU16,85,LU16_85,-111.39724000000001,57.55818,476231.03355933283,6379592.231949637
LU16,88,LU16_88,-111.34637,57.542190000000005,479265.7563790622,6377795.48711883
LU22,110,LU22_110,-115.04659000000001,57.08053,254792.95719879997,6333623.722998941
LU22,48,LU22_48,-114.96295,56.93743,258933.16025275207,6317412.344329895
LU22,107,LU22_107,-114.94152000000003,57.07735,261135.14681068016,6332897.153754484
LU22,49,LU22_49,-114.93654000000001,56.93194,260503.4466552032,6316708.9112661295
LU22,103,LU22_103,-114.8876,57.06662,264332.6829815184,6331516.278376067
LU22,44,LU22_44,-114.85826999999999,56.919599999999996,265184.8384491951,6315064.856075843
LU22,21,LU22_21,-114.8343,56.87619,266371.7253169073,6310154.976880197
LU22,15,LU22_15,-114.83212999999999,56.85428999999999,266367.2534645194,6307712.0058657015
LU22,50,LU22_50,-114.81908,56.934889999999996,267663.63452772633,6316631.302107565
LU22,38,LU22_38,-114.78486000000001,56.92197,269664.54082872334,6315078.523527502
LU22,22,LU22_22,-114.78460000000001,56.87814,269410.2287190327,6310203.0743030775
LU22,85,LU22_85,-114.76451000000002,57.02431000000001,271530.1562545214,6326392.069336773
LU22,33,LU22_33,-114.76378,56.893100000000004,270769.69631495234,6311796.827492304
LU22,34,LU22_34,-114.75753,56.902,271204.5839913945,6312765.710889661
LU22,11,LU22_11,-114.75189,56.8379,271156.30739386927,6305617.843248155
LU22,29,LU22_29,-114.74471000000001,56.88538,271883.40026734845,6310874.4271014165
LU22,86,LU22_86,-114.73642000000001,57.019310000000004,273203.4961111668,6325742.2786459
LU22,80,LU22_80,-114.73636,57.00723,273133.5412556007,6324398.552516008
LU22,17,LU22_17,-114.73563,56.864889999999995,272311.6009624169,6308565.307880576
LU22,35,LU22_35,-114.73399,56.896010000000004,272600.68593854655,6312020.946460297
LU22,63,LU22_63,-114.72468,56.97141,273624.84345899266,6320375.909842051
LU22,30,LU22_30,-114.72423,56.880889999999994,273103.0447187025,6310306.890263161
LU22,4,LU22_4,-114.71170000000001,56.820679999999996,273502.2828021118,6303568.890191709
LU22,36,LU22_36,-114.70744,56.90241,274255.29882514535,6312644.720941468
LU22,76,LU22_76,-114.69523,56.99687,275567.0643623868,6323110.345404952
LU22,5,LU22_5,-114.68970999999999,56.822190000000006,274852.4875796503,6303664.229806572
LU22,87,LU22_87,-114.6878,57.01785999999999,276144.28220286965,6325420.482061884
LU22,25,LU22_25,-114.66645,56.8749,276585.5554839649,6309450.362244281
LU22,89,LU22_89,-114.65742999999999,57.02902,278053.32658725674,6326562.528815917
LU22,18,LU22_18,-114.64916000000001,56.86026,277551.5804849148,6307765.697105906
LU22,32,LU22_32,-114.62615,56.88297,279087.53802371764,6310216.947386268
LU22,8,LU22_8,-114.62565,56.837219999999995,278848.00271359447,6305126.875024515
LU22,6,LU22_6,-114.62326,56.81301,278850.98982393485,6302426.444154083
LU22,81,LU22_81,-114.62210999999999,57.01878,280135.0234476422,6325309.263129374
LU22,7,LU22_7,-114.61899,56.82454,279179.35745426046,6303695.049177172
LU22,69,LU22_69,-114.6179,56.992160000000005,280233.41997249733,6322334.89756941
LU22,70,LU22_70,-114.56931,56.99237000000001,283184.63930413144,6322202.89030534
LU22,82,LU22_82,-114.55493,57.007130000000004,284143.2234376769,6323799.041054042
LU22,94,LU22_94,-114.55387999999999,57.035720000000005,284372.62468652613,6326975.741215391
LU22,101,LU22_101,-114.53072,57.051199999999994,285866.244138318,6328624.6327269785
LU22,71,LU22_71,-114.52732,56.99336,285739.6665283183,6322180.439921975
LU22,77,LU22_77,-114.50988,56.99992,286836.01852826326,6322855.512768574
LU22,72,LU22_72,-114.49997,56.992560000000005,287395.5815441827,6322005.953942663
LU22,65,LU22_65,-114.48563,56.9833,288213.6116218814,6320931.387649228
LU22,60,LU22_60,-114.44941000000001,56.97107,290344.49425623624,6319459.248128993
LU22,61,LU22_61,-114.41562000000002,56.96989,292390.6926155946,6319224.763035239
LU22,53,LU22_53,-114.40262000000001,56.95737999999999,293111.12388462963,6317793.768159278
LU22,46,LU22_46,-114.39758,56.9445,293346.12822672783,6316345.805062288
LU22,40,LU22_40,-114.38989,56.925920000000005,293711.0458081497,6314255.816636079
LU22,47,LU22_47,-114.38641,56.93777,293988.0827720766,6315563.455030292
